"","id_num","date","awards","math","physics","hpw","gender","imp","school+prog"
"1353",71030,2019-01-25,2,12.2,12.4,2,"female",1,"Private/0"
"1355",67648,2019-01-24,2,8,12.8666666666667,2.30769230769231,"female",2,"Private/1"
"1359",4768,2019-01-02,2,12,11.6,2.76923076923077,"female",2,"Private/3"
"1366",63227,2019-01-22,2,9.4,15.4666666666667,2.46153846153846,"female",1,"Private/3"
"1369",2094,2019-01-01,2,13.6,14.8,2,"female",2,"Private/1"
"1373",58955,2019-01-21,2,13.6,15.9333333333333,1.69230769230769,"female",2,"Private/1"
"1379",66793,2019-01-24,2,12.8,11.1333333333333,3.07692307692308,"female",2,"Private/3"
"1384",5965,2019-01-03,2,9.6,14.9333333333333,2.15384615384615,"female",1,"Private/0"
"1387",54090,2019-01-19,2,12.2,13.6,2.61538461538462,"female",1,"Private/2"
"1392",32307,2019-01-12,2,11.2,13.7333333333333,1.69230769230769,"female",2,"Private/1"
"1396",94120,2019-02-02,2,13.2,15.4666666666667,3.38461538461538,"female",1,"Private/1"
"1401",460,2019-01-01,2,11.4,15.4,0.923076923076923,"female",1,"Private/1"
"1410",29504,2019-01-11,2,11.6,15.8,2.61538461538462,"female",1,"Private/2"
"1424",67850,2019-01-24,2,12.8,16.6666666666667,2.46153846153846,"female",2,"Private/1"
"1440",95935,2019-02-03,2,9,11.2,2.61538461538462,"female",1,"Private/0"
"1443",9671,2019-01-04,2,7.8,12.6666666666667,3.23076923076923,"female",1,"Private/1"
"1446",39072,2019-01-14,2,13.6,16.8,2.30769230769231,"female",1,"Private/1"
"1449",40152,2019-01-14,2,13.2,10.5333333333333,2,"female",1,"Private/0"
"1452",7208,2019-01-03,2,12.8,13.1333333333333,2.30769230769231,"female",1,"Private/2"
"1461",21858,2019-01-08,2,13.8,13.9333333333333,4,"female",1,"Private/0"
"1465",26785,2019-01-10,2,11.8,13.5333333333333,2.30769230769231,"female",2,"Private/1"
"1466",46853,2019-01-17,2,12.8,15.2666666666667,1.53846153846154,"female",1,"Private/0"
"1467",40963,2019-01-15,2,13.8,14.6,3.69230769230769,"female",1,"Private/0"
"1470",69226,2019-01-24,2,13.4,16.1333333333333,2.30769230769231,"female",2,"Private/1"
"1474",52133,2019-01-18,2,9.2,15.7333333333333,2.46153846153846,"female",1,"Private/1"
"1489",16709,2019-01-06,2,11.8,17.4,2.15384615384615,"female",1,"Private/1"
"1492",52785,2019-01-19,2,14,13.8666666666667,2.61538461538462,"female",1,"Private/1"
"1495",11694,2019-01-05,2,13.8,15,2,"female",1,"Private/3"
"1503",68750,2019-01-24,2,10.4,15.9333333333333,2.30769230769231,"female",2,"Private/2"
"1519",9713,2019-01-04,2,12.6,14.2,2,"female",2,"Private/1"
"1532",58996,2019-01-21,2,13.4,14.4,2.46153846153846,"female",2,"Private/1"
"1551",34865,2019-01-13,2,12.4,12.4666666666667,3.07692307692308,"female",2,"Private/2"
"1554",67060,2019-01-24,2,12.2,14.9333333333333,2.76923076923077,"female",2,"Private/1"
"1561",64374,2019-01-23,2,11,11.1333333333333,3.23076923076923,"female",2,"Private/1"
"1565",62176,2019-01-22,2,9.6,13.6666666666667,2.61538461538462,"female",2,"Private/0"
"1579",37068,2019-01-13,2,11.6,15,2.61538461538462,"female",2,"Private/0"
"1591",39110,2019-01-14,2,9.4,15.1333333333333,2.92307692307692,"female",2,"Private/2"
"1594",28078,2019-01-10,2,13.8,12.9333333333333,3.84615384615385,"female",2,"Private/1"
"1598",10836,2019-01-04,2,13.4,11,2.30769230769231,"female",1,"Private/2"
"1601",88322,2019-01-31,2,13,13.1333333333333,3.07692307692308,"female",2,"Private/1"
"1606",14345,2019-01-05,2,13.2,13.1333333333333,1.23076923076923,"female",1,"Private/2"
"1608",12019,2019-01-05,2,13,11.5333333333333,2.46153846153846,"female",2,"Private/0"
"1609",57052,2019-01-20,2,13.2,13,2.76923076923077,"female",1,"Private/2"
"1648",86012,2019-01-30,2,13.6,11.7333333333333,2.76923076923077,"female",2,"Private/0"
"1660",90494,2019-02-01,2,14,14.6666666666667,1.84615384615385,"female",2,"Private/0"
"1661",58759,2019-01-21,2,13,14.8,3.38461538461538,"female",2,"Private/2"
"1667",50367,2019-01-18,2,13.4,14.3333333333333,1.38461538461538,"female",1,"Private/1"
"1670",46685,2019-01-17,2,13,11.4666666666667,1.69230769230769,"female",2,"Private/2"
"1677",58337,2019-01-21,2,14,9.06666666666667,2.92307692307692,"female",1,"Private/2"
"1679",71665,2019-01-25,2,14,12.4666666666667,2.92307692307692,"female",2,"Private/2"
"1694",8568,2019-01-03,2,14,15.4666666666667,2.61538461538462,"female",2,"Private/1"
"1696",92366,2019-02-01,2,10.6,13.8,3.23076923076923,"female",2,"Private/1"
"1705",98036,2019-02-03,2,12.8,15.2,2.15384615384615,"female",2,"Private/1"
"1706",93680,2019-02-02,2,11.2,12.0666666666667,2.92307692307692,"female",1,"Private/0"
"1710",99292,2019-01-26,2,13.2,14.6,2.76923076923077,"female",1,"Private/0"
"1711",16169,2019-01-06,2,11,12.3333333333333,0.615384615384615,"female",1,"Private/1"
"1712",56079,2019-01-20,2,13.4,12.6,2.30769230769231,"female",2,"Private/1"
"1713",95194,2019-02-02,2,8,15.3333333333333,3.07692307692308,"female",2,"Private/2"
"1714",78289,2019-01-28,2,13.4,13.6,2.61538461538462,"female",1,"Private/1"
"1715",11894,2019-01-05,2,10.6,11.8666666666667,2,"female",2,"Private/2"
"1722",40563,2019-01-15,2,11,13.4,2.76923076923077,"female",2,"Private/0"
"1725",81316,2019-01-29,2,13.6,13.5333333333333,2.30769230769231,"female",1,"Private/1"
"1745",51757,2019-01-18,2,13.2,9.33333333333333,2,"female",2,"Private/1"
"1749",22252,2019-01-08,2,10.4,13.8666666666667,2.15384615384615,"female",2,"Private/1"
"1754",84118,2019-01-30,2,11.4,12.1333333333333,3.07692307692308,"female",2,"Private/2"
"1761",28700,2019-01-10,2,12,10.0666666666667,0.461538461538462,"female",2,"Private/0"
"1773",63439,2019-01-22,2,11.8,12.4,3.23076923076923,"female",2,"Private/1"
"1774",97411,2019-02-03,2,12.4,13.8666666666667,2.46153846153846,"female",1,"Private/1"
"1777",61834,2019-01-22,2,13.6,11.2,2.30769230769231,"female",1,"Private/1"
"1780",27262,2019-01-10,2,13.8,14.0666666666667,1.69230769230769,"female",2,"Private/1"
"1782",8610,2019-01-03,2,12.8,14.7333333333333,4,"female",1,"Private/2"
"1787",85897,2019-01-30,2,10.8,13.2,1.53846153846154,"female",2,"Private/1"
"1788",18932,2019-01-07,2,9.2,10.8666666666667,2.92307692307692,"female",1,"Private/1"
"1793",15176,2019-01-06,2,12.4,13.8666666666667,1.53846153846154,"female",1,"Private/1"
"1798",28585,2019-01-10,2,11.4,11.8666666666667,1.23076923076923,"female",1,"Private/1"
"1799",31327,2019-01-11,2,12.6,12.0666666666667,3.69230769230769,"female",1,"Private/0"
"1800",71222,2019-01-25,2,12.2,10.8666666666667,1.53846153846154,"female",2,"Private/0"
"1811",79727,2019-01-28,2,12.4,11.7333333333333,2.46153846153846,"female",2,"Private/0"
"1812",53798,2019-01-19,2,9.8,9.4,2.15384615384615,"female",1,"Private/2"
"1816",90143,2019-02-01,2,14,9.73333333333333,3.69230769230769,"female",1,"Private/1"
"1819",38076,2019-01-14,2,13.8,13.4,2.76923076923077,"female",1,"Private/0"
"1831",85903,2019-01-30,2,13.8,14.4,2.15384615384615,"female",1,"Private/1"
"1850",47914,2019-01-17,2,10,13.5333333333333,2.46153846153846,"female",1,"Private/1"
"1851",40863,2019-01-15,2,10.4,11.4666666666667,3.23076923076923,"female",2,"Private/1"
"1853",14088,2019-01-05,2,12.6,12.4666666666667,3.07692307692308,"female",2,"Private/1"
"1866",41952,2019-01-15,2,14,17.2,1.38461538461538,"female",1,"Private/1"
"1876",12442,2019-01-05,2,13.4,13.8,3.07692307692308,"female",1,"Private/0"
"1878",1887,2019-01-01,2,13.8,13.3333333333333,2.61538461538462,"female",2,"Private/2"
"1879",85689,2019-01-30,2,11.2,14,2.46153846153846,"female",2,"Private/0"
"1886",4081,2019-01-02,2,13.4,17.9333333333333,3.23076923076923,"female",2,"Private/1"
"1888",50597,2019-01-18,2,13.4,11.6666666666667,1.38461538461538,"female",2,"Private/2"
"1889",96041,2019-02-03,2,11.6,11.4666666666667,2.15384615384615,"female",1,"Private/1"
"1890",96750,2019-02-03,2,13.4,11.9333333333333,2.92307692307692,"female",2,"Private/1"
"1897",42864,2019-01-15,2,11.2,15,2,"female",2,"Private/1"
"1906",20034,2019-01-07,2,13.4,13.6,2,"female",2,"Private/2"
"1914",23465,2019-01-09,2,13.2,12.2666666666667,4,"female",2,"Private/0"
"1917",55242,2019-01-20,2,11.6,10.9333333333333,2.76923076923077,"female",1,"Private/3"
"1921",38875,2019-01-14,2,10.8,15,1.23076923076923,"female",1,"Private/1"
"1926",27944,2019-01-10,2,11.8,13.9333333333333,2,"female",1,"Private/2"
"1945",91882,2019-02-01,2,11.8,17.1333333333333,1.69230769230769,"female",2,"Private/2"
"1947",68141,2019-01-24,2,7.8,14.8,1.53846153846154,"female",1,"Private/1"
"1950",77578,2019-01-27,2,12.8,14.3333333333333,2.30769230769231,"female",1,"Private/1"
"1951",63550,2019-01-23,2,10.2,17.6666666666667,2,"female",2,"Private/2"
"1952",22823,2019-01-08,2,13.8,16.9333333333333,0.769230769230769,"female",1,"Private/0"
"1956",52450,2019-01-19,2,13.2,15.8666666666667,2,"female",2,"Private/1"
"1958",88460,2019-01-31,2,13,10.2666666666667,1.23076923076923,"female",2,"Private/1"
"1962",43104,2019-01-15,2,12.8,12.3333333333333,2.76923076923077,"female",2,"Private/2"
"1965",55695,2019-01-20,2,12.6,10.8,2.30769230769231,"female",1,"Private/1"
"1968",12244,2019-01-05,2,10.6,11.5333333333333,2.61538461538462,"female",2,"Private/2"
"1973",8689,2019-01-04,2,12.8,14.6,2.30769230769231,"female",1,"Private/1"
"1974",75585,2019-01-27,2,11.4,10.7333333333333,2.30769230769231,"female",1,"Private/0"
"1981",50864,2019-01-18,2,13.4,11.6,2.46153846153846,"female",2,"Private/2"
"1983",14018,2019-01-05,2,14,11.1333333333333,1.84615384615385,"female",1,"Private/1"
"1984",76917,2019-01-27,2,11.8,15.7333333333333,3.23076923076923,"female",1,"Private/1"
"1992",18855,2019-01-07,2,13.8,13.6,3.07692307692308,"female",1,"Private/0"
"1993",93950,2019-02-02,2,10,12.0666666666667,4.92307692307692,"female",1,"Private/0"
"1998",82913,2019-01-29,2,11.2,17.4666666666667,2.61538461538462,"female",2,"Private/1"
"1999",13490,2019-01-05,2,12.6,14.3333333333333,0.923076923076923,"female",2,"Private/2"
"2005",62239,2019-01-22,2,12,10.8666666666667,2.46153846153846,"female",1,"Private/0"
"2021",93776,2019-02-02,2,13.6,13.7333333333333,2.76923076923077,"female",2,"Private/1"
"2033",55350,2019-01-20,2,13,15.4666666666667,1.53846153846154,"female",2,"Private/2"
"2036",86887,2019-01-31,2,12.8,12.8,1.38461538461538,"female",1,"Private/1"
"2037",78484,2019-01-28,2,14,12.2,1.69230769230769,"female",1,"Private/0"
"2040",20485,2019-01-08,2,12.4,13.2666666666667,3.38461538461538,"female",2,"Private/2"
"2053",65504,2019-01-23,2,12.2,16.4666666666667,3.23076923076923,"female",1,"Private/0"
"2054",75845,2019-01-27,2,13.8,16,2.30769230769231,"female",2,"Private/1"
"2058",26857,2019-01-10,2,13.2,14.2,2.15384615384615,"female",1,"Private/1"
"2060",59124,2019-01-21,2,13.4,16.0666666666667,0.461538461538462,"female",1,"Private/0"
"2061",80417,2019-01-28,2,13.6,14.5333333333333,2.46153846153846,"female",2,"Private/1"
"2065",56881,2019-01-20,2,10.6,12.8,2,"female",2,"Private/1"
"2080",62873,2019-01-22,2,14,11.8666666666667,2.46153846153846,"female",2,"Private/1"
"2084",87973,2019-01-31,2,13.6,11.5333333333333,2.92307692307692,"female",2,"Private/0"
"2085",44307,2019-01-16,2,9.6,14.8,1.69230769230769,"female",2,"Private/2"
"2087",51657,2019-01-18,2,13.8,10.7333333333333,3.07692307692308,"female",2,"Private/0"
"2105",41861,2019-01-15,2,12.8,16,2.15384615384615,"female",1,"Private/0"
"2108",80506,2019-01-28,2,13.4,9.8,2.30769230769231,"female",1,"Private/2"
"2115",93504,2019-02-02,2,7.8,15.7333333333333,2.15384615384615,"female",2,"Private/0"
"2116",33233,2019-01-12,2,12.8,12.6,3.07692307692308,"female",2,"Private/0"
"2122",31464,2019-01-11,2,12.4,16.8,2.46153846153846,"female",2,"Private/1"
"2127",45350,2019-01-16,2,12.2,11.1333333333333,1.38461538461538,"female",1,"Private/1"
"2137",33931,2019-01-12,2,11.4,15.4,3.07692307692308,"female",2,"Private/1"
"2142",27469,2019-01-10,2,12.8,10.2,1.53846153846154,"female",1,"Private/1"
"2143",35037,2019-01-13,2,12.4,14.8,3.23076923076923,"female",2,"Private/0"
"2151",99622,2019-01-21,2,13.8,17.4,0.615384615384615,"female",2,"Private/1"
"2154",46054,2019-01-17,2,13.4,11.1333333333333,3.23076923076923,"female",1,"Private/1"
"2164",22424,2019-01-08,2,12.4,14.4666666666667,1.53846153846154,"female",1,"Private/2"
"2170",91008,2019-02-01,2,11.2,15.3333333333333,2.30769230769231,"female",2,"Private/0"
"2171",60079,2019-01-21,2,13.4,12.0666666666667,4.46153846153846,"female",2,"Private/2"
"2172",92252,2019-02-02,2,12,14.2,2.15384615384615,"female",1,"Private/1"
"2176",63078,2019-01-22,2,12.4,13.6666666666667,4,"female",2,"Private/2"
"2184",62055,2019-01-22,2,12.6,10.4666666666667,2.76923076923077,"female",2,"Private/1"
"2197",63115,2019-01-22,2,8.2,13.2,4,"female",1,"Private/0"
"2213",7822,2019-01-03,2,12.2,15.5333333333333,1.38461538461538,"female",2,"Private/1"
"2215",76249,2019-01-27,2,8.2,12.3333333333333,2.76923076923077,"female",2,"Private/0"
"2218",66976,2019-01-24,2,13.4,12.2,2.61538461538462,"female",2,"Private/1"
"2226",19069,2019-01-07,2,13.4,12.8,1.38461538461538,"female",2,"Private/0"
"2228",96980,2019-02-03,2,13,15.2666666666667,1.84615384615385,"female",1,"Private/3"
"2232",15533,2019-01-06,2,9,13.3333333333333,1.23076923076923,"female",1,"Private/1"
"2233",86645,2019-01-31,2,9.2,14.4666666666667,1.07692307692308,"female",2,"Private/1"
"2234",55470,2019-01-20,2,13.2,14.2,1.53846153846154,"female",1,"Private/0"
"2235",76551,2019-01-27,2,13.6,11.8,1.84615384615385,"female",1,"Private/2"
"2238",75040,2019-01-27,2,13.4,11.4,2.46153846153846,"female",1,"Private/0"
"2245",62429,2019-01-22,2,10.4,15.4,2.61538461538462,"female",1,"Private/0"
"2246",947,2019-01-01,2,14,14.4666666666667,1.84615384615385,"female",2,"Private/0"
"2247",57715,2019-01-21,2,12.2,13.7333333333333,2.92307692307692,"female",1,"Private/1"
"2248",48638,2019-01-17,2,10,14.8666666666667,2.15384615384615,"female",2,"Private/2"
"2254",5376,2019-01-02,2,13.6,11,1.84615384615385,"female",2,"Private/2"
"2257",42211,2019-01-15,2,12.4,15.9333333333333,3.53846153846154,"female",2,"Private/1"
"2258",16928,2019-01-06,2,12.2,11.4666666666667,2.30769230769231,"female",1,"Private/1"
"2259",80840,2019-01-29,2,13.6,13.8666666666667,2.76923076923077,"female",1,"Private/2"
"2263",31514,2019-01-11,2,13.6,14.8,2,"female",2,"Private/0"
"2264",18590,2019-01-07,2,13.6,12.8,2.30769230769231,"female",1,"Private/3"
"2265",97741,2019-01-28,2,12.2,15.0666666666667,1.53846153846154,"female",2,"Private/1"
"2274",99066,2019-01-08,2,13.6,14.8,3.38461538461538,"female",1,"Private/1"
"2279",81902,2019-01-29,2,12.2,14,1.84615384615385,"female",2,"Private/0"
"2290",7260,2019-01-03,2,11.8,16.2666666666667,2.15384615384615,"female",1,"Private/1"
"2291",45171,2019-01-16,2,13,10.9333333333333,2,"female",1,"Private/0"
"2293",61053,2019-01-22,2,11.6,13.7333333333333,2.92307692307692,"female",2,"Private/3"
"2299",51251,2019-01-18,2,11,16.8,2,"female",1,"Private/2"
"2306",55100,2019-01-20,2,12.8,12.8666666666667,1.53846153846154,"female",2,"Private/1"
"2314",47014,2019-01-17,2,13.8,12.8666666666667,2.30769230769231,"female",2,"Private/2"
"2319",20875,2019-01-08,2,10.2,12.8666666666667,2.15384615384615,"female",2,"Private/1"
"2321",56422,2019-01-20,2,11.6,12.4,1.69230769230769,"female",2,"Private/2"
"2343",62686,2019-01-22,2,13.2,14.6666666666667,1.53846153846154,"female",2,"Private/0"
"2356",77611,2019-01-28,2,12.2,8.4,1.07692307692308,"female",2,"Private/1"
"2357",46670,2019-01-17,2,13.2,13.6,3.53846153846154,"female",1,"Private/0"
"2367",11697,2019-01-05,2,12.8,12,1.38461538461538,"female",2,"Private/1"
"2374",7874,2019-01-03,2,12.8,16.8666666666667,2.15384615384615,"female",2,"Private/0"
"2379",5585,2019-01-02,2,13.2,10.8666666666667,1.84615384615385,"female",1,"Private/0"
"2385",13546,2019-01-05,2,11.6,8.73333333333333,0.615384615384615,"female",1,"Private/0"
"2388",9232,2019-01-04,2,10.8,14.5333333333333,1.53846153846154,"female",2,"Private/2"
"2399",64571,2019-01-23,2,13.2,7.46666666666667,1.23076923076923,"female",2,"Private/0"
"2400",13908,2019-01-05,2,10.6,13.9333333333333,1.53846153846154,"female",1,"Private/1"
"2430",78959,2019-01-28,2,12.6,12,2.76923076923077,"female",2,"Private/1"
"2434",85599,2019-01-30,2,11.8,11.6,2.30769230769231,"female",1,"Private/0"
"2441",78124,2019-01-28,2,13,16.0666666666667,2.46153846153846,"female",2,"Private/1"
"2453",69386,2019-01-25,2,12.8,12.0666666666667,3.23076923076923,"female",2,"Private/2"
"2460",81842,2019-01-29,2,13.2,9.46666666666667,2,"female",1,"Private/1"
"2462",13094,2019-01-05,2,12.6,10.1333333333333,3.38461538461538,"female",2,"Private/2"
"2466",73713,2019-01-26,2,13.4,15.3333333333333,2,"female",1,"Private/0"
"2467",96526,2019-02-03,2,11.4,13.9333333333333,2.46153846153846,"female",1,"Private/2"
"2469",496,2019-01-01,2,12.6,13,2.30769230769231,"female",1,"Private/2"
"2478",64139,2019-01-23,2,11.2,12.9333333333333,1.69230769230769,"female",1,"Private/0"
"2487",24787,2019-01-09,2,12.2,10.9333333333333,2.15384615384615,"female",1,"Private/1"
"2492",6607,2019-01-03,2,12.2,13.7333333333333,3.23076923076923,"female",2,"Private/1"
"2500",14816,2019-01-06,2,13,13.7333333333333,2.15384615384615,"female",2,"Private/2"
"2",8376,2019-01-03,3,15,23.4,2.07692307692308,"female",1,"Private/0"
"14",73823,2019-01-26,3,18.9,20.5,4.38461538461539,"female",1,"Private/0"
"16",78618,2019-01-27,3,16.5,16.8,3,"female",1,"Private/1"
"19",59390,2019-01-21,3,20.4,19.9,3.69230769230769,"female",1,"Private/1"
"26",10738,2019-01-04,3,18.3,16.3,3,"female",1,"Private/1"
"28",12351,2019-01-05,3,17.4,21,1.61538461538462,"female",1,"Private/2"
"30",42240,2019-01-15,3,15.6,21,3.69230769230769,"female",2,"Private/1"
"31",14254,2019-01-05,3,14.1,19.5,3.92307692307692,"female",1,"Private/1"
"33",5181,2019-01-02,3,18.9,25.6,3.92307692307692,"female",2,"Private/2"
"40",38589,2019-01-14,3,19.8,22.4,4.38461538461539,"female",2,"Private/2"
"45",53446,2019-01-19,3,15.6,15.5,3.23076923076923,"female",1,"Private/1"
"48",15887,2019-01-06,3,20.7,21.3,4.38461538461539,"female",1,"Private/1"
"51",11043,2019-01-04,3,20.7,18.6,2.53846153846154,"female",2,"Private/1"
"53",15929,2019-01-06,3,21,22.4,4.15384615384615,"female",1,"Private/1"
"58",29484,2019-01-11,3,15.3,23.3,2.07692307692308,"female",1,"Private/1"
"60",12960,2019-01-05,3,20.7,23.1,4.61538461538461,"female",2,"Private/2"
"63",16869,2019-01-06,3,18.3,19.2,4.38461538461539,"female",1,"Private/2"
"64",59382,2019-01-21,3,18,28,4.38461538461539,"female",1,"Private/0"
"67",5762,2019-01-02,3,15,21.1,5.53846153846154,"female",1,"Private/0"
"71",83307,2019-01-29,3,16.2,18.9,4.61538461538461,"female",1,"Private/1"
"73",74842,2019-01-26,3,15.9,17.2,3.92307692307692,"female",2,"Private/0"
"74",47042,2019-01-17,3,20.4,22.4,3.46153846153846,"female",1,"Private/1"
"75",75085,2019-01-26,3,17.1,21.8,0.461538461538462,"female",2,"Private/2"
"78",27174,2019-01-10,3,15.9,18.8,5.07692307692308,"female",1,"Private/2"
"81",2201,2019-01-01,3,15,26.9,3,"female",2,"Private/2"
"83",39367,2019-01-14,3,17.4,18.9,4.15384615384615,"female",2,"Private/2"
"84",68075,2019-01-24,3,10.8,21.2,3.23076923076923,"female",2,"Private/1"
"97",63410,2019-01-22,3,20.7,19.1,3.46153846153846,"female",1,"Private/1"
"98",95942,2019-02-02,3,18.6,23.7,3,"female",2,"Private/0"
"102",50392,2019-01-18,3,18.9,24.9,3.69230769230769,"female",1,"Private/2"
"108",53642,2019-01-19,3,20.4,20.8,3.46153846153846,"female",2,"Private/2"
"113",63051,2019-01-22,3,21,19.4,3,"female",1,"Private/1"
"114",76922,2019-01-27,3,17.4,17.9,1.84615384615385,"female",1,"Private/2"
"119",84582,2019-01-29,3,19.2,19.1,5.07692307692308,"female",1,"Private/0"
"122",73764,2019-01-26,3,12,15.6,5.30769230769231,"female",2,"Private/1"
"123",67363,2019-01-23,3,18,16.6,2.76923076923077,"female",2,"Private/1"
"126",81884,2019-01-28,3,18.6,19.1,1.61538461538462,"female",2,"Private/1"
"127",99491,2019-02-03,3,19.2,20,3,"female",2,"Private/1"
"138",6559,2019-01-03,3,18.3,19.2,3.46153846153846,"female",1,"Private/0"
"140",80351,2019-01-28,3,21,20.6,2.30769230769231,"female",2,"Private/1"
"146",94896,2019-02-02,3,20.7,15.3,2.30769230769231,"female",1,"Private/2"
"153",29425,2019-01-11,3,14.1,21,0.461538461538462,"female",1,"Private/1"
"154",45401,2019-01-16,3,18.3,16.9,1.84615384615385,"female",1,"Private/2"
"155",33973,2019-01-12,3,16.8,22.1,3.92307692307692,"female",1,"Private/2"
"157",73840,2019-01-26,3,20.4,22.9,3,"female",2,"Private/0"
"163",73479,2019-01-26,3,21,24,3.92307692307692,"female",2,"Private/3"
"166",71038,2019-01-25,3,20.4,25.3,3.23076923076923,"female",2,"Private/1"
"168",89943,2019-01-31,3,19.2,25,2.76923076923077,"female",1,"Private/0"
"170",21797,2019-01-08,3,18.3,22,2.76923076923077,"female",2,"Private/0"
"174",39732,2019-01-14,3,13.8,20.6,0.692307692307692,"female",2,"Private/2"
"175",84519,2019-01-29,3,20.1,18.8,2.76923076923077,"female",2,"Private/0"
"184",79959,2019-01-28,3,18.9,18.2,2.76923076923077,"female",2,"Private/0"
"192",30618,2019-01-11,3,18.9,23.1,3.69230769230769,"female",2,"Private/0"
"203",94695,2019-02-02,3,18.9,20.6,3.92307692307692,"female",1,"Private/0"
"206",48867,2019-01-17,3,16.8,19,4.61538461538461,"female",2,"Private/1"
"220",95773,2019-02-02,3,16.5,17.2,5.30769230769231,"female",2,"Private/0"
"223",90464,2019-01-31,3,19.5,23.9,3.69230769230769,"female",2,"Private/0"
"224",24271,2019-01-09,3,18.6,29,3,"female",2,"Private/1"
"226",77509,2019-01-27,3,15.9,19.9,4.15384615384615,"female",1,"Private/1"
"229",96632,2019-02-02,3,18.3,21.1,3.23076923076923,"female",2,"Private/1"
"231",89449,2019-01-31,3,17.4,16.9,4.38461538461539,"female",1,"Private/1"
"233",73899,2019-01-26,3,20.7,21.6,3.46153846153846,"female",2,"Private/0"
"235",80620,2019-01-28,3,18,20.8,3.23076923076923,"female",2,"Private/1"
"239",33707,2019-01-12,3,20.1,23,2.07692307692308,"female",2,"Private/3"
"240",56313,2019-01-20,3,20.1,24.2,3.92307692307692,"female",1,"Private/2"
"245",13013,2019-01-05,3,16.2,25.4,3.69230769230769,"female",1,"Private/0"
"247",68375,2019-01-24,3,15.9,22,3.92307692307692,"female",2,"Private/1"
"249",77753,2019-01-27,3,19.2,24,0.923076923076923,"female",1,"Private/0"
"253",50278,2019-01-18,3,16.5,23.4,2.76923076923077,"female",1,"Private/0"
"255",65378,2019-01-23,3,17.1,28.2,5.30769230769231,"female",1,"Private/1"
"258",85769,2019-01-30,3,20.4,20.8,3.69230769230769,"female",2,"Private/2"
"259",66727,2019-01-23,3,20.4,21.3,5.30769230769231,"female",2,"Private/3"
"261",82124,2019-01-28,3,19.5,16.2,4.61538461538461,"female",1,"Private/0"
"273",19182,2019-01-07,3,19.2,16.6,3.46153846153846,"female",2,"Private/3"
"279",57281,2019-01-20,3,18.6,12.7,3.69230769230769,"female",2,"Private/2"
"282",84721,2019-01-29,3,16.5,19.1,4.38461538461539,"female",1,"Private/2"
"284",41506,2019-01-15,3,17.1,22.2,3.92307692307692,"female",2,"Private/1"
"287",56358,2019-01-20,3,21,22.9,4.84615384615385,"female",1,"Private/2"
"294",38202,2019-01-14,3,19.8,15.3,3.92307692307692,"female",2,"Private/2"
"295",24083,2019-01-09,3,20.4,23.9,3.23076923076923,"female",2,"Private/2"
"303",17623,2019-01-07,3,20.7,20.2,1.84615384615385,"female",1,"Private/1"
"304",54311,2019-01-19,3,18,23.9,1.84615384615385,"female",2,"Private/0"
"305",62838,2019-01-22,3,14.4,24.2,2.76923076923077,"female",1,"Private/0"
"310",64241,2019-01-22,3,19.8,15.7,1.84615384615385,"female",2,"Private/0"
"316",8488,2019-01-03,3,17.4,23.9,2.76923076923077,"female",1,"Private/0"
"318",78349,2019-01-27,3,20.4,20.2,3.46153846153846,"female",2,"Private/0"
"323",53896,2019-01-19,3,20.4,14.7,3.92307692307692,"female",1,"Private/0"
"333",39276,2019-01-14,3,16.2,21.3,1.15384615384615,"female",1,"Private/0"
"336",7368,2019-01-03,3,18.6,15.7,3.92307692307692,"female",1,"Private/1"
"337",17058,2019-01-06,3,17.7,16.1,2.30769230769231,"female",2,"Private/0"
"344",89039,2019-01-31,3,17.1,21,2.07692307692308,"female",1,"Private/0"
"347",57906,2019-01-20,3,16.2,22.8,3.46153846153846,"female",1,"Private/0"
"349",34813,2019-01-12,3,20.4,22.3,3,"female",1,"Private/2"
"351",12333,2019-01-05,3,18.3,18.1,1.84615384615385,"female",1,"Private/1"
"354",94988,2019-02-02,3,20.4,20.5,3,"female",1,"Private/1"
"360",28236,2019-01-10,3,19.8,21.7,3.69230769230769,"female",1,"Private/0"
"362",91915,2019-02-01,3,20.4,22.4,2.53846153846154,"female",2,"Private/0"
"370",28028,2019-01-10,3,20.1,21.6,3.46153846153846,"female",2,"Private/0"
"371",54465,2019-01-19,3,19.8,21.3,5.30769230769231,"female",1,"Private/0"
"376",50804,2019-01-18,3,13.5,18.9,3,"female",1,"Private/0"
"377",31421,2019-01-11,3,20.7,25.1,2.53846153846154,"female",1,"Private/0"
"380",14740,2019-01-06,3,18.3,15.9,3.23076923076923,"female",1,"Private/0"
"381",95682,2019-02-02,3,16.8,21.2,3,"female",2,"Private/1"
"394",77791,2019-01-27,3,19.8,23.4,3.46153846153846,"female",2,"Private/2"
"396",20942,2019-01-08,3,18.6,17.7,1.61538461538462,"female",2,"Private/1"
"399",93818,2019-02-02,3,18.3,16.9,2.76923076923077,"female",2,"Private/0"
"407",18310,2019-01-07,3,8.7,17,3,"female",2,"Private/0"
"412",65717,2019-01-23,3,15.3,19.4,4.15384615384615,"female",1,"Private/1"
"416",34597,2019-01-12,3,14.1,26.7,3.69230769230769,"female",1,"Private/0"
"417",15355,2019-01-06,3,17.4,22.8,4.61538461538461,"female",1,"Private/2"
